Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2023-05-26T13:30,0.623,0.960,4.178,4.609,82.36,24.000
2023-05-26T14:00,0.638,1.010,4.069,4.687,97.36,24.000
2023-05-26T14:30,0.606,0.940,3.981,4.580,90.36,24.050
2023-05-26T15:00,0.613,0.990,4.024,3.807,85.36,24.100
2023-05-26T15:30,0.581,0.950,3.887,4.789,90.36,24.100
2023-05-26T16:00,0.558,0.980,3.843,4.299,87.36,24.150
2023-05-26T16:30,0.537,0.920,3.836,4.303,78.36,24.100
2023-05-26T17:00,0.540,0.950,3.928,4.721,80.36,24.050
2023-05-26T17:30,0.522,0.950,3.827,4.203,50.36,24.050
2023-05-26T18:00,0.526,0.830,3.967,8.896,47.36,24.000
2023-05-26T18:30,0.497,0.840,3.737,4.375,84.36,23.950
2023-05-26T19:00,0.483,0.810,3.755,4.391,87.36,23.950
2023-05-26T19:30,0.508,0.840,3.903,8.239,87.36,24.000
2023-05-26T20:00,0.485,0.800,3.953,3.671,49.36,24.000
2023-05-26T20:30,0.478,0.830,3.849,4.596,46.36,24.000
2023-05-26T21:00,0.477,0.720,3.985,9.187,87.36,24.000
2023-05-26T21:30,0.468,0.950,3.950,4.298,47.36,23.950
2023-05-26T22:00,0.461,0.870,3.967,4.599,50.36,23.950
2023-05-26T22:30,0.453,0.770,3.951,8.150,82.36,23.950
2023-05-26T23:00,0.445,0.710,3.893,4.696,87.36,24.000
2023-05-26T23:30,0.441,0.760,3.838,4.144,91.36,24.000
2023-05-27T00:00,0.441,0.730,3.954,4.227,98.36,24.050
2023-05-27T00:30,0.442,0.720,4.060,4.039,81.36,24.000
2023-05-27T01:00,0.437,0.670,4.016,4.576,92.36,24.000
2023-05-27T01:30,0.421,0.660,4.197,7.930,87.36,24.000
2023-05-27T02:00,0.407,0.670,3.886,3.801,49.36,24.000
2023-05-27T02:30,0.411,0.710,4.098,9.008,84.36,24.050
2023-05-27T03:00,0.446,0.720,4.300,8.214,47.36,24.050
2023-05-27T03:30,0.422,0.740,4.085,8.161,49.36,24.050
2023-05-27T04:00,0.400,0.630,4.058,7.522,50.36,24.050
2023-05-27T04:30,0.403,0.640,4.075,8.474,47.36,24.000
2023-05-27T05:00,0.398,0.680,4.103,7.807,56.36,24.050
2023-05-27T05:30,0.383,0.610,3.930,7.867,50.36,24.000
2023-05-27T06:00,0.372,0.580,4.152,8.673,49.36,24.000
2023-05-27T06:30,0.371,0.610,3.826,8.812,47.36,24.000
2023-05-27T07:00,0.374,0.660,3.656,9.191,47.36,24.000
2023-05-27T07:30,0.368,0.620,3.616,4.400,54.36,23.950
2023-05-27T08:00,0.372,0.620,3.366,7.842,49.36,23.950
2023-05-27T08:30,0.406,0.700,3.249,9.265,54.36,23.900
2023-05-27T09:00,0.402,0.650,3.140,2.583,52.36,23.900
2023-05-27T09:30,0.446,0.750,2.949,2.645,163.36,23.900
2023-05-27T10:00,0.552,1.200,3.185,3.614,147.36,23.900
2023-05-27T10:30,0.549,0.910,3.131,3.418,142.36,23.900
2023-05-27T11:00,0.524,0.860,3.176,3.421,151.36,23.850
2023-05-27T11:30,0.503,0.840,3.188,3.368,153.36,23.850
2023-05-27T12:00,0.508,0.900,3.135,3.457,151.36,23.850
2023-05-27T12:30,0.446,0.970,3.126,3.204,150.36,23.850
2023-05-27T13:00,0.416,0.820,3.272,3.139,153.36,23.850
2023-05-27T13:30,0.347,0.630,3.211,2.718,151.36,23.850
2023-05-27T14:00,0.332,0.550,3.313,5.994,52.36,23.900
2023-05-27T14:30,0.296,0.490,3.644,7.260,47.36,23.900
2023-05-27T15:00,0.300,0.530,3.792,8.048,49.36,23.900
2023-05-27T15:30,0.290,0.530,3.927,8.173,52.36,24.000
2023-05-27T16:00,0.286,0.550,3.715,8.431,53.36,24.000
2023-05-27T16:30,0.289,0.460,3.441,7.816,53.36,24.000
2023-05-27T17:00,0.318,0.570,3.240,7.478,53.36,23.950
2023-05-27T17:30,0.325,0.590,3.276,7.642,54.36,23.900
2023-05-27T18:00,0.365,0.610,3.208,6.418,50.36,23.900
2023-05-27T18:30,0.378,0.700,3.212,4.406,49.36,23.850
2023-05-27T19:00,0.393,0.680,3.213,2.720,92.36,23.850
2023-05-27T19:30,0.390,0.770,3.064,8.104,97.36,23.800
2023-05-27T20:00,0.380,0.640,3.092,2.929,98.36,23.750
2023-05-27T20:30,0.415,0.710,3.278,2.788,92.36,23.750
2023-05-27T21:00,0.441,0.680,3.313,5.619,95.36,23.750
2023-05-27T21:30,0.480,0.910,3.187,3.085,91.36,23.700
2023-05-27T22:00,0.485,0.760,3.287,3.370,90.36,23.700
2023-05-27T22:30,0.517,0.890,3.274,4.035,95.36,23.700
2023-05-27T23:00,0.557,0.900,3.164,3.901,95.36,23.700
2023-05-27T23:30,0.552,1.020,3.350,3.416,87.36,23.650
2023-05-28T00:00,0.569,0.950,3.512,3.985,102.36,23.650
2023-05-28T00:30,0.575,0.970,3.404,3.422,91.36,23.650
2023-05-28T01:00,0.576,0.930,3.400,3.970,99.36,23.600
2023-05-28T01:30,0.590,1.060,3.248,4.128,94.36,23.600
2023-05-28T02:00,0.625,1.160,3.472,4.136,91.36,23.600
2023-05-28T02:30,0.652,1.100,3.359,4.830,95.36,23.600
2023-05-28T03:00,0.670,1.150,3.372,4.512,144.36,23.550
2023-05-28T03:30,0.648,1.280,3.449,3.252,139.36,23.550
2023-05-28T04:00,0.669,1.160,3.420,4.374,139.36,23.550
2023-05-28T04:30,0.625,1.050,3.389,3.897,90.36,23.550
2023-05-28T05:00,0.611,0.990,3.397,3.252,102.36,23.500
2023-05-28T05:30,0.602,0.970,3.296,3.186,135.36,23.500
2023-05-28T06:00,0.588,1.090,3.366,3.815,126.36,23.500
2023-05-28T06:30,0.534,0.870,3.218,4.275,84.36,23.400
2023-05-28T07:00,0.546,1.000,3.186,3.005,98.36,23.400
2023-05-28T07:30,0.590,1.030,3.158,3.245,136.36,23.350
2023-05-28T08:00,0.568,0.970,3.139,3.000,147.36,23.350
2023-05-28T08:30,0.538,1.040,3.167,3.004,147.36,23.300
2023-05-28T09:00,0.552,0.930,3.149,2.920,144.36,23.300
2023-05-28T09:30,0.551,0.920,3.116,3.144,147.36,23.300
2023-05-28T10:00,0.528,0.990,3.046,3.005,143.36,23.300
2023-05-28T10:30,0.501,0.940,3.065,3.058,153.36,23.350
2023-05-28T11:00,0.506,0.870,3.069,2.830,140.36,23.400
2023-05-28T11:30,0.467,0.740,3.131,2.919,142.36,23.400
2023-05-28T12:00,0.463,0.870,3.220,4.043,149.36,23.450
2023-05-28T12:30,0.443,0.740,3.353,4.212,92.36,23.500
2023-05-28T13:00,0.429,0.810,3.341,4.603,90.36,23.550
2023-05-28T13:30,0.410,0.840,3.519,4.805,94.36,23.600
2023-05-28T14:00,0.411,0.640,3.628,4.184,97.36,23.650
2023-05-28T14:30,0.427,0.780,3.620,4.729,90.36,23.650
2023-05-28T15:00,0.422,0.660,3.647,4.636,85.36,23.700
2023-05-28T15:30,0.402,0.720,3.441,4.485,85.36,23.700
2023-05-28T16:00,0.416,0.730,3.500,4.208,87.36,23.700
2023-05-28T16:30,0.411,0.650,3.540,4.830,97.36,23.700
2023-05-28T17:00,0.404,0.610,3.631,4.613,85.36,23.700
2023-05-28T17:30,0.377,0.600,3.501,6.159,81.36,23.700
2023-05-28T18:00,0.370,0.640,3.581,5.970,59.36,23.700
2023-05-28T18:30,0.362,0.590,3.543,3.891,91.36,23.700
2023-05-28T19:00,0.342,0.680,3.526,4.292,78.36,23.650
2023-05-28T19:30,0.319,0.590,3.452,5.302,81.36,23.650
2023-05-28T20:00,0.318,0.610,3.552,4.811,75.36,23.650
2023-05-28T20:30,0.306,0.490,3.713,5.799,78.36,23.650
2023-05-28T21:00,0.301,0.550,3.660,6.007,57.36,23.650
2023-05-28T21:30,0.302,0.600,3.713,6.141,57.36,23.650
2023-05-28T22:00,0.288,0.540,3.436,5.852,59.36,23.600
2023-05-28T22:30,0.295,0.570,3.228,6.174,53.36,23.600
2023-05-28T23:00,0.293,0.480,3.036,6.152,57.36,23.600
2023-05-28T23:30,0.320,0.540,2.856,2.052,60.36,23.600
2023-05-29T00:00,0.333,0.670,2.744,2.309,147.36,23.600
2023-05-29T00:30,0.338,0.560,2.816,2.519,133.36,23.600
2023-05-29T01:00,0.345,0.580,2.887,2.369,115.36,23.600
2023-05-29T01:30,0.351,0.560,2.910,2.578,130.36,23.600
2023-05-29T02:00,0.354,0.660,2.867,2.681,136.36,23.600
2023-05-29T02:30,0.383,0.750,2.805,2.512,130.36,23.600
2023-05-29T03:00,0.436,0.830,2.898,2.960,144.36,23.600
2023-05-29T03:30,0.419,0.790,2.889,3.199,142.36,23.600
2023-05-29T04:00,0.468,0.870,2.930,3.050,143.36,23.600
2023-05-29T04:30,0.446,0.720,3.012,3.109,140.36,23.600
2023-05-29T05:00,0.463,0.930,3.083,3.150,153.36,23.600
2023-05-29T05:30,0.478,0.760,3.034,3.051,139.36,23.600
2023-05-29T06:00,0.473,0.850,3.086,2.928,125.36,23.550
2023-05-29T06:30,0.475,0.950,3.085,3.298,136.36,23.550
2023-05-29T07:00,0.517,1.080,3.100,3.732,127.36,23.550
2023-05-29T07:30,0.508,0.790,3.012,3.233,130.36,23.550
2023-05-29T08:00,0.494,1.000,3.049,3.189,136.36,23.450
2023-05-29T08:30,0.495,0.850,3.039,3.204,144.36,23.450
2023-05-29T09:00,0.472,0.910,3.020,3.109,136.36,23.500
2023-05-29T09:30,0.429,0.770,2.855,3.004,143.36,23.500
2023-05-29T10:00,0.412,0.740,2.888,2.869,147.36,23.450
2023-05-29T10:30,0.389,0.730,2.929,2.873,150.36,23.500
2023-05-29T11:00,0.362,0.640,2.925,2.760,153.36,23.500
2023-05-29T11:30,0.359,0.580,2.847,2.922,154.36,23.500
2023-05-29T12:00,0.352,0.660,2.884,2.545,153.36,23.550
2023-05-29T12:30,0.334,0.610,2.956,2.542,142.36,23.550
2023-05-29T13:00,0.303,0.580,3.290,4.009,147.36,23.600
2023-05-29T13:30,0.306,0.620,3.447,3.810,92.36,23.650
2023-05-29T14:00,0.295,0.490,3.418,3.930,94.36,23.700
2023-05-29T14:30,0.295,0.460,3.328,4.058,87.36,23.700
2023-05-29T15:00,0.333,0.670,3.297,4.234,101.36,23.700
2023-05-29T15:30,0.350,0.610,3.186,3.890,94.36,23.700
2023-05-29T16:00,0.366,0.630,3.231,4.065,98.36,23.700
2023-05-29T16:30,0.378,0.710,3.284,4.203,95.36,23.700
2023-05-29T17:00,0.381,0.760,3.312,3.474,88.36,23.700
2023-05-29T17:30,0.379,0.560,3.323,4.118,88.36,23.700
2023-05-29T18:00,0.363,0.650,3.322,4.133,102.36,23.650
2023-05-29T18:30,0.372,0.640,3.310,3.198,88.36,23.650
2023-05-29T19:00,0.378,0.770,3.285,3.757,97.36,23.650
2023-05-29T19:30,0.376,0.730,3.243,3.367,94.36,23.650
2023-05-29T20:00,0.381,0.590,3.257,3.099,94.36,23.600
2023-05-29T20:30,0.399,0.740,3.284,3.541,94.36,23.600
2023-05-29T21:00,0.407,0.680,3.157,3.148,97.36,23.600
2023-05-29T21:30,0.403,0.730,3.045,3.107,90.36,23.550
2023-05-29T22:00,0.418,0.770,3.090,3.424,97.36,23.550
2023-05-29T22:30,0.410,0.690,3.059,3.379,97.36,23.550
2023-05-29T23:00,0.429,0.770,3.126,3.516,91.36,23.550
2023-05-29T23:30,0.408,0.800,3.205,3.600,92.36,23.550
2023-05-30T00:00,0.431,0.650,3.283,3.315,84.36,23.550
2023-05-30T00:30,0.473,0.920,3.108,3.961,90.36,23.550
2023-05-30T01:00,0.521,0.850,3.094,3.534,84.36,23.550
2023-05-30T01:30,0.555,1.210,3.147,4.457,87.36,23.550
2023-05-30T02:00,0.603,1.040,3.254,4.247,87.36,23.500
2023-05-30T02:30,0.659,1.120,3.319,4.310,90.36,23.500
2023-05-30T03:00,0.702,1.400,3.373,4.297,90.36,23.500
2023-05-30T03:30,0.683,1.170,3.492,4.127,97.36,23.500
2023-05-30T04:00,0.702,1.280,3.397,4.305,91.36,23.450
2023-05-30T04:30,0.701,1.150,3.404,3.890,92.36,23.450
2023-05-30T05:00,0.690,1.190,3.413,3.147,98.36,23.450
2023-05-30T05:30,0.735,1.240,3.453,4.789,130.36,23.500
2023-05-30T06:00,0.717,1.280,3.474,4.915,95.36,23.450
2023-05-30T06:30,0.718,1.390,3.515,5.331,137.36,23.450
2023-05-30T07:00,0.692,1.210,3.371,3.943,136.36,23.400
2023-05-30T07:30,0.650,1.220,3.292,3.383,144.36,23.400
2023-05-30T08:00,0.671,1.060,3.419,3.199,143.36,23.400
2023-05-30T08:30,0.644,1.140,3.372,3.363,146.36,23.400
2023-05-30T09:00,0.654,1.090,3.301,4.932,91.36,23.400
2023-05-30T09:30,0.607,1.170,3.283,3.103,147.36,23.400
2023-05-30T10:00,0.631,1.230,3.363,4.576,157.36,23.400
2023-05-30T10:30,0.628,1.040,3.311,3.153,149.36,23.350
2023-05-30T11:00,0.637,1.030,3.337,3.105,150.36,23.350
2023-05-30T11:30,0.638,1.080,3.403,5.072,91.36,23.300
2023-05-30T12:00,0.649,1.350,3.454,4.708,97.36,23.300
2023-05-30T12:30,0.705,1.280,3.458,5.314,95.36,23.250
2023-05-30T13:00,0.728,1.300,3.466,4.947,97.36,23.250
2023-05-30T13:30,0.739,1.140,3.476,3.540,91.36,23.300
2023-05-30T14:00,0.754,1.530,3.588,5.331,95.36,23.300
2023-05-30T14:30,0.721,1.410,3.516,5.183,94.36,23.300
2023-05-30T15:00,0.729,1.330,3.603,5.482,94.36,23.350
2023-05-30T15:30,0.742,1.530,3.451,5.761,94.36,23.350
2023-05-30T16:00,0.736,1.140,3.408,3.474,99.36,23.350
2023-05-30T16:30,0.808,1.520,3.523,3.538,111.36,23.350
2023-05-30T17:00,0.787,1.410,3.479,3.872,95.36,23.350
2023-05-30T17:30,0.867,1.640,3.656,4.038,102.36,23.350
2023-05-30T18:00,0.902,1.700,3.707,4.109,99.36,23.350
2023-05-30T18:30,0.952,1.570,3.674,4.052,99.36,23.350
2023-05-30T19:00,0.994,1.460,3.777,4.823,104.36,23.350
2023-05-30T19:30,1.071,1.940,4.026,4.374,94.36,23.350
2023-05-30T20:00,1.009,1.660,3.816,3.974,95.36,23.300
2023-05-30T20:30,1.123,1.990,3.953,4.396,98.36,23.300
2023-05-30T21:00,1.188,2.000,4.072,4.511,101.36,23.300
2023-05-30T21:30,1.140,1.820,4.088,5.185,102.36,23.250
2023-05-30T22:00,1.119,2.290,3.974,5.768,102.36,23.250
2023-05-30T22:30,1.120,1.870,3.955,4.583,99.36,23.200
2023-05-30T23:00,0.983,1.940,3.883,5.975,92.36,23.200
2023-05-30T23:30,0.980,1.700,4.041,6.020,98.36,23.200
2023-05-31T00:00,0.855,1.450,3.960,6.019,90.36,23.150
2023-05-31T00:30,0.876,1.740,4.022,4.847,85.36,23.100
2023-05-31T01:00,0.835,1.480,4.044,6.360,81.36,23.000
2023-05-31T01:30,0.822,1.490,4.108,6.524,87.36,23.000
2023-05-31T02:00,0.852,1.270,3.941,6.499,87.36,22.950
2023-05-31T02:30,0.840,1.480,3.777,5.941,87.36,23.000
2023-05-31T03:00,0.839,1.350,3.672,5.601,91.36,22.950
2023-05-31T03:30,0.801,1.390,3.783,5.828,98.36,22.950
2023-05-31T04:00,0.826,1.330,3.813,5.977,95.36,23.000
2023-05-31T04:30,0.825,1.370,3.734,6.010,98.36,22.950
2023-05-31T05:00,0.819,1.770,3.763,5.986,91.36,22.950
2023-05-31T05:30,0.789,1.470,3.712,6.108,97.36,22.950
2023-05-31T06:00,0.790,1.510,3.699,5.647,94.36,23.000
2023-05-31T06:30,0.768,1.190,3.639,6.106,97.36,22.950
2023-05-31T07:00,0.769,1.370,3.663,5.797,92.36,22.950
2023-05-31T07:30,0.782,1.380,3.676,5.420,98.36,22.900
2023-05-31T08:00,0.795,1.310,3.715,3.298,94.36,22.900
2023-05-31T08:30,0.779,1.490,3.520,5.196,97.36,22.850
2023-05-31T09:00,0.816,1.580,3.477,3.649,151.36,22.800
2023-05-31T09:30,0.822,1.830,3.424,3.597,147.36,22.800
2023-05-31T10:00,0.830,1.560,3.527,3.672,153.36,22.800
2023-05-31T10:30,0.795,1.350,3.485,3.419,153.36,22.750
2023-05-31T11:00,0.784,1.480,3.503,4.928,158.36,22.750
2023-05-31T11:30,0.723,1.390,3.474,3.246,153.36,22.750
2023-05-31T12:00,0.730,1.190,3.651,5.816,92.36,22.750
2023-05-31T12:30,0.734,1.200,3.660,6.150,94.36,22.750
2023-05-31T13:00,0.738,1.260,3.700,6.517,88.36,22.800
2023-05-31T13:30,0.817,1.480,3.729,6.186,98.36,22.850
2023-05-31T14:00,0.858,1.770,3.558,3.196,91.36,22.900
2023-05-31T14:30,0.880,1.710,3.653,5.632,91.36,22.900
2023-05-31T15:00,0.898,1.460,3.898,4.689,91.36,22.900
2023-05-31T15:30,0.920,1.590,3.863,6.101,94.36,22.950
2023-05-31T16:00,0.857,1.430,3.905,5.834,91.36,22.950
2023-05-31T16:30,0.872,1.650,4.052,4.599,88.36,22.950
2023-05-31T17:00,0.899,1.570,4.092,6.519,91.36,22.950
2023-05-31T17:30,1.043,1.790,3.955,6.580,94.36,23.000
2023-05-31T18:00,1.111,2.020,4.209,4.949,98.36,23.000
2023-05-31T18:30,1.117,2.010,4.193,5.810,102.36,23.050
2023-05-31T19:00,1.131,2.080,4.228,5.319,95.36,23.050
2023-05-31T19:30,1.187,1.820,4.157,5.305,97.36,23.050
2023-05-31T20:00,1.225,2.380,4.236,6.805,94.36,23.000
2023-05-31T20:30,1.236,1.920,4.476,6.546,97.36,23.000
2023-05-31T21:00,1.173,1.920,4.333,5.954,92.36,22.950
2023-05-31T21:30,1.191,2.170,4.362,6.155,90.36,22.950
2023-05-31T22:00,1.197,2.020,4.457,6.575,87.36,22.950
2023-05-31T22:30,1.197,1.810,4.221,5.488,92.36,22.900
2023-05-31T23:00,1.271,2.040,4.416,6.170,88.36,22.900
2023-05-31T23:30,1.192,2.180,4.173,4.841,-99.9,-99.9
2023-06-01T00:00,1.226,2.340,4.079,6.150,91.36,22.900
2023-06-01T00:30,1.269,2.000,4.379,5.968,85.36,22.900
2023-06-01T01:00,1.334,2.300,4.400,6.513,88.36,22.900
2023-06-01T01:30,1.314,2.300,4.508,6.569,94.36,22.900
2023-06-01T02:00,1.347,2.390,4.511,6.605,87.36,22.950
2023-06-01T02:30,1.278,2.080,4.416,5.798,87.36,22.950
2023-06-01T03:00,1.342,2.600,4.332,6.553,84.36,22.950
2023-06-01T03:30,1.322,2.130,4.487,6.749,91.36,22.950
2023-06-01T04:00,1.249,2.260,4.409,6.374,94.36,23.000
2023-06-01T04:30,1.287,2.340,4.527,5.791,87.36,23.000
2023-06-01T05:00,1.278,2.250,4.449,5.884,90.36,23.000
2023-06-01T05:30,1.175,1.870,4.309,5.767,88.36,23.000
2023-06-01T06:00,1.155,2.130,4.252,5.805,88.36,23.000
2023-06-01T06:30,1.177,1.860,4.437,5.834,85.36,23.000
2023-06-01T07:00,1.151,1.880,4.385,5.997,94.36,22.950
2023-06-01T07:30,1.046,1.780,4.437,5.646,85.36,23.000
2023-06-01T08:00,0.910,1.600,4.247,5.805,88.36,22.950
2023-06-01T08:30,0.979,1.510,4.412,5.650,88.36,22.950
2023-06-01T09:00,0.909,1.540,4.417,6.349,82.36,23.000
2023-06-01T09:30,0.855,1.480,4.189,5.186,78.36,23.000
2023-06-01T10:00,0.857,1.390,4.495,5.651,82.36,23.000
2023-06-01T10:30,0.813,1.240,4.373,5.799,94.36,23.050
2023-06-01T11:00,0.834,1.610,4.445,6.124,81.36,23.050
2023-06-01T11:30,0.775,1.380,4.470,5.622,81.36,23.100
2023-06-01T12:00,0.727,1.180,4.258,5.056,88.36,23.150
2023-06-01T12:30,0.769,1.300,4.169,5.677,82.36,23.150
2023-06-01T13:00,0.763,1.340,4.090,8.546,80.36,23.200
2023-06-01T13:30,0.727,1.180,3.975,4.717,80.36,23.200
2023-06-01T14:00,0.719,1.170,4.154,5.168,84.36,23.250
2023-06-01T14:30,0.705,1.170,4.143,8.558,71.36,23.250
2023-06-01T15:00,0.664,1.090,3.918,4.502,81.36,23.250
2023-06-01T15:30,0.648,1.130,3.701,4.303,90.36,23.250
2023-06-01T16:00,0.653,1.080,3.783,7.558,82.36,23.250
2023-06-01T16:30,0.666,1.170,3.687,4.504,85.36,23.200
2023-06-01T17:00,0.654,1.040,3.839,4.736,85.36,23.200
2023-06-01T17:30,0.674,1.130,3.756,4.222,82.36,23.150
2023-06-01T18:00,0.687,1.090,3.882,8.221,88.36,23.150
2023-06-01T18:30,0.696,1.200,3.827,4.686,52.36,23.100
2023-06-01T19:00,0.680,1.120,3.722,4.109,92.36,23.400
2023-06-01T19:30,0.733,1.210,3.771,7.868,85.36,23.400
2023-06-01T20:00,0.756,1.370,3.810,4.298,49.36,23.400
2023-06-01T20:30,0.745,1.430,3.774,4.793,82.36,23.350
2023-06-01T21:00,0.777,1.250,3.709,4.041,49.36,23.350
2023-06-01T21:30,0.816,1.330,3.755,4.610,88.36,23.350
2023-06-01T22:00,0.815,1.350,3.987,4.934,82.36,23.350
2023-06-01T22:30,0.796,1.540,3.770,4.717,87.36,23.350
2023-06-01T23:00,0.740,1.470,3.903,4.843,87.36,23.300
2023-06-01T23:30,0.787,1.370,3.973,4.708,91.36,23.300
2023-06-02T00:00,0.800,1.210,3.987,4.741,94.36,23.300
2023-06-02T00:30,0.784,1.140,4.054,4.835,82.36,23.300
2023-06-02T01:00,0.776,1.160,4.005,4.702,87.36,23.300
2023-06-02T01:30,0.769,1.350,4.190,4.942,90.36,23.300
2023-06-02T02:00,0.741,1.210,3.977,5.578,92.36,23.300
2023-06-02T02:30,0.714,1.360,3.786,4.843,94.36,23.250
2023-06-02T03:00,0.730,1.100,3.771,5.037,85.36,23.250
2023-06-02T03:30,0.747,1.290,3.720,5.296,94.36,23.200
2023-06-02T04:00,0.745,1.350,3.722,5.081,94.36,23.200
2023-06-02T04:30,0.754,1.280,3.761,5.196,90.36,23.150
2023-06-02T05:00,0.783,1.530,3.753,5.352,88.36,23.250
2023-06-02T05:30,0.776,1.400,3.774,5.590,90.36,23.300
2023-06-02T06:00,0.780,1.450,3.888,5.161,90.36,23.300
2023-06-02T06:30,0.775,1.360,3.839,5.379,82.36,23.300
2023-06-02T07:00,0.808,1.230,3.958,5.217,92.36,23.300
2023-06-02T07:30,0.808,1.390,3.906,5.569,94.36,23.300
2023-06-02T08:00,0.793,1.540,3.748,5.451,90.36,23.300
2023-06-02T08:30,0.802,1.250,3.781,5.184,87.36,23.300
2023-06-02T09:00,0.768,1.510,3.693,5.017,85.36,23.300
2023-06-02T09:30,0.819,1.440,3.916,5.326,87.36,23.300
2023-06-02T10:00,0.823,1.340,3.763,5.597,92.36,23.300
2023-06-02T10:30,0.761,1.510,3.577,5.195,91.36,23.300
2023-06-02T11:00,0.761,1.250,3.783,5.436,85.36,23.300
2023-06-02T11:30,0.708,1.370,3.786,5.202,75.36,23.300
2023-06-02T12:00,0.746,1.100,3.800,5.334,85.36,23.300
2023-06-02T12:30,0.767,1.380,3.710,4.825,87.36,23.200
2023-06-02T13:00,0.772,1.220,3.679,5.201,88.36,23.200
2023-06-02T13:30,0.854,1.520,3.721,5.685,87.36,23.200
2023-06-02T14:00,0.855,1.540,3.768,5.317,88.36,23.150
2023-06-02T14:30,0.888,1.600,3.802,5.732,90.36,23.150
2023-06-02T15:00,0.935,1.380,3.929,5.622,94.36,23.150
2023-06-02T15:30,0.870,1.440,3.642,4.401,91.36,23.150
2023-06-02T16:00,0.872,1.870,3.888,4.725,88.36,23.100
2023-06-02T16:30,0.812,1.400,3.591,5.041,97.36,23.100
2023-06-02T17:00,0.805,1.550,3.623,5.184,90.36,23.100
2023-06-02T17:30,0.794,1.430,3.578,5.462,94.36,23.050
2023-06-02T18:00,0.734,1.540,3.548,4.579,82.36,23.050
2023-06-02T18:30,0.742,1.310,3.825,5.485,94.36,23.050
2023-06-02T19:00,0.751,1.300,3.733,4.951,92.36,23.050
2023-06-02T19:30,0.709,1.320,3.741,4.835,91.36,23.050
2023-06-02T20:00,0.749,1.260,3.732,4.607,91.36,23.050
2023-06-02T20:30,0.788,1.430,3.774,4.711,91.36,23.050
2023-06-02T21:00,0.894,1.510,3.845,5.152,82.36,23.100
2023-06-02T21:30,0.978,1.680,3.915,5.086,91.36,23.100
2023-06-02T22:00,1.130,2.110,4.063,4.865,94.36,23.050
2023-06-02T22:30,1.211,2.170,4.161,5.247,91.36,23.050
2023-06-02T23:00,1.255,2.440,4.058,4.823,91.36,23.050
2023-06-02T23:30,1.210,2.270,3.937,4.677,95.36,23.000
2023-06-03T00:00,1.124,1.830,4.015,5.668,102.36,23.000
2023-06-03T00:30,1.158,2.400,3.936,4.405,91.36,22.950
2023-06-03T01:00,1.139,1.950,3.995,5.797,95.36,22.950
2023-06-03T01:30,1.146,2.060,4.098,5.858,85.36,22.900
2023-06-03T02:00,1.067,1.830,3.882,5.982,91.36,22.900
2023-06-03T02:30,1.040,1.640,3.943,5.872,95.36,22.850
2023-06-03T03:00,1.005,1.660,3.963,5.358,87.36,22.850
2023-06-03T03:30,0.986,1.520,3.958,5.297,90.36,22.850
2023-06-03T04:00,0.926,1.750,3.927,5.941,85.36,22.850
2023-06-03T04:30,0.863,1.360,3.998,5.968,87.36,22.900
2023-06-03T05:00,0.850,1.310,3.972,5.909,88.36,22.900
2023-06-03T05:30,0.744,1.240,3.720,5.373,90.36,22.900
2023-06-03T06:00,0.774,1.210,3.706,5.335,90.36,22.900
2023-06-03T06:30,0.784,1.240,3.870,5.194,88.36,22.900
2023-06-03T07:00,0.772,1.350,3.839,5.668,88.36,22.900
2023-06-03T07:30,0.725,1.190,3.797,5.476,90.36,22.900
2023-06-03T08:00,0.725,1.270,3.961,5.457,92.36,22.900
2023-06-03T08:30,0.671,1.150,3.769,5.626,94.36,22.900
2023-06-03T09:00,0.668,1.160,3.605,4.904,90.36,22.900
2023-06-03T09:30,0.639,1.130,3.553,5.059,92.36,22.900
2023-06-03T10:00,0.613,1.180,3.608,5.136,74.36,22.900
2023-06-03T10:30,0.612,0.990,3.655,8.191,91.36,22.900
2023-06-03T11:00,0.586,0.990,3.561,7.890,49.36,22.900
2023-06-03T11:30,0.565,0.960,3.406,5.497,50.36,22.900
2023-06-03T12:00,0.574,0.970,3.497,4.936,39.36,22.900
2023-06-03T12:30,0.575,0.860,3.648,8.090,49.36,22.850
2023-06-03T13:00,0.523,0.930,3.692,4.367,84.36,22.800
2023-06-03T13:30,0.555,0.950,3.901,4.698,87.36,22.850
2023-06-03T14:00,0.547,1.120,3.535,4.718,91.36,22.850
2023-06-03T14:30,0.575,0.820,3.809,5.035,78.36,22.850
2023-06-03T15:00,0.644,1.020,3.974,4.882,81.36,22.850
2023-06-03T15:30,0.627,1.060,3.720,5.050,80.36,22.850
2023-06-03T16:00,0.655,1.170,3.674,4.730,80.36,22.900
2023-06-03T16:30,0.616,1.160,3.599,4.724,84.36,23.050
2023-06-03T17:00,0.654,1.080,3.489,4.671,85.36,23.200
2023-06-03T17:30,0.704,1.540,3.523,4.385,87.36,23.150
2023-06-03T18:00,0.756,1.160,3.597,5.143,84.36,23.150
2023-06-03T18:30,0.849,1.550,3.626,4.818,81.36,23.150
2023-06-03T19:00,0.988,1.680,3.874,5.466,81.36,23.150
2023-06-03T19:30,1.005,1.630,3.920,5.062,87.36,23.200
2023-06-03T20:00,1.104,1.740,4.045,5.104,88.36,23.250
